Sample Number,DateTime GMT,Latitude,Longitude,Altitude_mASL,NumSats,GPSLevel,RC Connected,Fix,OffsetSeconds,DateTime UTC,OsdGeneralData:Yaw,OsdGeneralData:Pitch,OsdGeneralData:Roll,MrController:MotorState,MrController:TempLevel
0,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
707,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
901,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
1087,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
1427,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
1604,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
1917,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
2163,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
2379,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
2636,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
2891,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
3659,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
4033,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
4156,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
4265,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
4373,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
4488,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
4585,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
4681,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
4893,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
4973,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
5250,2025-12-10 09:41:59,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0,2025-12-10T09:41:59Z,<nil>,<nil>,<nil>,<nil>,<nil>
5400958,2025-12-10 09:42:00,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1,2025-12-10T09:42:00Z,<nil>,<nil>,<nil>,<nil>,<nil>
9530281,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9597201,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9597440,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9732250,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9732441,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9732625,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9732799,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9733038,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9733246,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9733642,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9733878,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9734022,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9734905,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9735790,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9735988,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9736382,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9736586,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9736964,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9737637,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9737742,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9737836,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9737942,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9738062,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9738351,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9739052,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9739317,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9739671,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9740432,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9741283,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9741478,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9742018,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9742262,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9742467,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9742861,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9743275,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9743728,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9743847,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9743938,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9744044,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9744163,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9744451,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9745101,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9745383,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9745590,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9746240,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9746428,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9747041,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9747471,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9747888,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9748279,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9748621,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9748895,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9749182,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9749788,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9749980,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9750178,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9750732,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9751029,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9751221,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9751314,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9751683,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9751969,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9753005,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9753134,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9753236,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9753336,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9753439,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9753534,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9753631,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9753729,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9753824,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9753973,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9757985,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9762869,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9763086,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9763431,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9764384,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9764575,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9764745,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9764907,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9765308,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9765478,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9833267,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9833384,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9901068,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9901161,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9901246,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9901360,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9901433,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9901792,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9912171,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9912976,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9913272,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9915172,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9915299,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9915593,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9915708,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9915803,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9916254,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9916378,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9923899,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9924219,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9925340,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9925629,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9927177,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9927444,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9927689,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9927860,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9927958,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9928114,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9928213,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9928306,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9928409,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9928500,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9928593,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9928682,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9928776,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9928870,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9928972,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9929063,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9929158,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9929567,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9929726,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
9929843,2025-12-10 09:42:01,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,2,2025-12-10T09:42:01Z,<nil>,<nil>,<nil>,<nil>,<nil>
