Sample Number,DateTime GMT,Latitude,Longitude,Altitude_mASL,NumSats,GPSLevel,RC Connected,Fix,OffsetSeconds,DateTime UTC,RecordType,TickNo,DateRaw,TimeRaw,hDOP,pDOP,hAcc,sAcc,VelN_mps,VelE_mps,VelD_mps,Source
650410082,<nil>,21.0394090,105.8055132,0.00,<nil>,5,<nil>,true,1084016,<nil>,12,650410082,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
650410144,<nil>,21.0394090,105.8055132,0.00,<nil>,5,<nil>,true,1084016,<nil>,12,650410144,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
650494194,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1084156,<nil>,20312,650494194,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
650642521,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1084404,<nil>,20300,650642521,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
650699796,<nil>,21.0394088,105.8055138,37.08,8,3,<nil>,true,1084499,2025-12-10T09:44:20Z,2096,650699796,20251210,94420,144.000,235.000,3.000,1395.000,-0.010,0.010,-0.260,v3
650737349,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1084562,<nil>,20301,650737349,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
650860065,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1084766,<nil>,1000,650860065,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
650860379,<nil>,21.0394091,105.8055133,0.00,<nil>,5,<nil>,true,1084767,<nil>,12,650860379,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
651233684,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1085389,<nil>,1712,651233684,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
651310154,<nil>,21.0394092,105.8055134,0.00,<nil>,5,<nil>,true,1085516,<nil>,12,651310154,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
651310297,<nil>,21.0394092,105.8055134,0.00,<nil>,5,<nil>,true,1085517,<nil>,12,651310297,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
651333890,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1085556,<nil>,20900,651333890,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
651648551,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1086080,<nil>,20301,651648551,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
651747783,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1086246,<nil>,20313,651747783,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
651759826,<nil>,21.0394094,105.8055135,0.00,<nil>,5,<nil>,true,1086266,<nil>,12,651759826,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
651849033,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1086415,<nil>,20313,651849033,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
652186000,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1086976,<nil>,20300,652186000,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
652210116,<nil>,21.0394095,105.8055136,0.00,<nil>,5,<nil>,true,1087016,<nil>,12,652210116,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
652210259,<nil>,21.0394095,105.8055136,0.00,<nil>,5,<nil>,true,1087017,<nil>,12,652210259,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
652278389,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1087130,<nil>,20312,652278389,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
652372762,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1087287,<nil>,20300,652372762,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
652476625,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1087461,<nil>,20301,652476625,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
652499918,<nil>,21.0394090,105.8055140,37.10,8,3,<nil>,true,1087499,2025-12-10T09:44:20Z,2096,652499918,20251210,94420,144.000,235.000,3.000,1388.000,0.070,-0.020,-0.250,v3
652583798,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1087639,<nil>,1712,652583798,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
653009505,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1088349,<nil>,20300,653009505,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
653109902,<nil>,21.0394097,105.8055137,0.00,<nil>,5,<nil>,true,1088516,<nil>,12,653109902,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
653110046,<nil>,21.0394097,105.8055137,0.00,<nil>,5,<nil>,true,1088516,<nil>,12,653110046,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
653110359,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1088517,<nil>,10090,653110359,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
653207695,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1088679,<nil>,20312,653207695,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
653812947,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1089688,<nil>,20312,653812947,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
653912942,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1089854,<nil>,20324,653912942,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
654009976,<nil>,21.0394097,105.8055139,0.00,<nil>,5,<nil>,true,1090016,<nil>,12,654009976,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
654010112,<nil>,21.0394097,105.8055139,0.00,<nil>,5,<nil>,true,1090016,<nil>,12,654010112,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
654013200,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1090022,<nil>,20312,654013200,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
654309925,<nil>,21.0394087,105.8055144,37.20,8,3,<nil>,true,1090516,2025-12-10T09:44:20Z,2096,654309925,20251210,94420,144.000,235.000,3.000,1382.000,0.060,0.000,-0.260,v3
654310549,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1090517,<nil>,20313,654310549,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
654431511,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1090719,<nil>,20300,654431511,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
654459807,<nil>,21.0394096,105.8055140,0.00,<nil>,5,<nil>,true,1090766,<nil>,12,654459807,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
654747065,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1091245,<nil>,20313,654747065,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
654871785,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1091452,<nil>,1305,654871785,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
654909855,<nil>,21.0394095,105.8055141,0.00,<nil>,5,<nil>,true,1091516,<nil>,12,654909855,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
654910000,<nil>,21.0394095,105.8055141,0.00,<nil>,5,<nil>,true,1091516,<nil>,12,654910000,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
654910061,<nil>,21.0394095,105.8055141,0.00,<nil>,5,<nil>,true,1091516,<nil>,12,654910061,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
655103680,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1091839,<nil>,2267,655103680,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
655185630,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1091976,<nil>,20301,655185630,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
655199829,<nil>,21.0394083,105.8055147,37.28,8,3,<nil>,true,1091999,2025-12-10T09:44:21Z,2096,655199829,20251210,94421,144.000,235.000,3.000,1378.000,-0.020,0.070,-0.270,v3
655300199,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1092166,<nil>,20312,655300199,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
655360050,<nil>,21.0394094,105.8055142,0.00,<nil>,5,<nil>,true,1092266,<nil>,12,655360050,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
655590809,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1092651,<nil>,20313,655590809,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
655691698,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1092819,<nil>,20312,655691698,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
655809839,<nil>,21.0394092,105.8055144,0.00,<nil>,5,<nil>,true,1093016,<nil>,12,655809839,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
655809968,<nil>,21.0394092,105.8055144,0.00,<nil>,5,<nil>,true,1093016,<nil>,12,655809968,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
655808669,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1093014,<nil>,20312,655808669,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
656023513,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1093372,<nil>,2064,656023513,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
656109755,<nil>,21.0394085,105.8055148,37.31,9,3,<nil>,true,1093516,2025-12-10T09:44:21Z,2096,656109755,20251210,94421,133.000,225.000,3.000,1370.000,0.070,-0.010,-0.280,v3
656128459,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1093547,<nil>,20313,656128459,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
656346802,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1093911,<nil>,20313,656346802,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
656447697,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1094079,<nil>,20312,656447697,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
656540132,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1094233,<nil>,20301,656540132,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
656653393,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1094422,<nil>,2064,656653393,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
656944771,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1094907,<nil>,20300,656944771,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
657010342,<nil>,21.0394085,105.8055151,37.28,8,3,<nil>,true,1095017,2025-12-10T09:44:21Z,2096,657010342,20251210,94421,144.000,235.000,3.000,1363.000,-0.010,0.090,-0.240,v3
657039572,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1095065,<nil>,20301,657039572,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
657159856,<nil>,21.0394088,105.8055147,0.00,<nil>,5,<nil>,true,1095266,<nil>,12,657159856,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
657159990,<nil>,21.0394088,105.8055147,0.00,<nil>,5,<nil>,true,1095266,<nil>,12,657159990,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
657161251,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1095268,<nil>,1700,657161251,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
657445678,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1095742,<nil>,2256,657445678,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
657557237,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1095928,<nil>,20313,657557237,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
657609983,<nil>,21.0394087,105.8055148,0.00,<nil>,5,<nil>,true,1096016,<nil>,12,657609983,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
657610128,<nil>,21.0394087,105.8055148,0.00,<nil>,5,<nil>,true,1096016,<nil>,12,657610128,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
657651846,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1096086,<nil>,106,657651846,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
657746212,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1096243,<nil>,20313,657746212,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
657840261,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1096400,<nil>,20300,657840261,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
657909915,<nil>,21.0394085,105.8055153,37.28,9,3,<nil>,true,1096516,2025-12-10T09:44:21Z,2096,657909915,20251210,94421,133.000,225.000,3.000,1360.000,-0.030,0.060,-0.220,v3
657957967,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1096596,<nil>,2048,657957967,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
658281268,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1097135,<nil>,20300,658281268,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
658369552,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1097282,<nil>,20313,658369552,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
658493976,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1097489,<nil>,1305,658493976,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
658509851,<nil>,21.0394086,105.8055150,0.00,<nil>,5,<nil>,true,1097516,<nil>,12,658509851,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
658509987,<nil>,21.0394086,105.8055150,0.00,<nil>,5,<nil>,true,1097516,<nil>,12,658509987,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
658724689,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1097874,<nil>,20312,658724689,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
658809889,<nil>,21.0394087,105.8055153,37.30,9,3,<nil>,true,1098016,2025-12-10T09:44:21Z,2096,658809889,20251210,94421,133.000,225.000,3.000,1356.000,0.010,0.000,-0.220,v3
658814857,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1098024,<nil>,20301,658814857,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
658933947,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1098223,<nil>,20312,658933947,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
658959756,<nil>,21.0394086,105.8055151,0.00,<nil>,5,<nil>,true,1098266,<nil>,12,658959756,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
659249130,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1098748,<nil>,20301,659249130,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
659354514,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1098924,<nil>,20300,659354514,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
659410200,<nil>,21.0394086,105.8055151,0.00,<nil>,5,<nil>,true,1099017,<nil>,12,659410200,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
659410341,<nil>,21.0394086,105.8055151,0.00,<nil>,5,<nil>,true,1099017,<nil>,12,659410341,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
659410402,<nil>,21.0394086,105.8055151,0.00,<nil>,5,<nil>,true,1099017,<nil>,12,659410402,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
659462605,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1099104,<nil>,100,659462605,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
659676866,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1099461,<nil>,106,659676866,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
659709894,<nil>,21.0394089,105.8055154,37.30,9,3,<nil>,true,1099516,2025-12-10T09:44:22Z,2096,659709894,20251210,94422,133.000,225.000,3.000,1353.000,0.060,0.010,-0.200,v3
659780310,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1099633,<nil>,20313,659780310,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
659860238,<nil>,21.0394087,105.8055151,0.00,<nil>,5,<nil>,true,1099767,<nil>,12,659860238,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
659879053,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1099798,<nil>,1202,659879053,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
660209676,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1100349,<nil>,20312,660209676,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
660309845,<nil>,21.0394088,105.8055151,0.00,<nil>,5,<nil>,true,1100516,<nil>,12,660309845,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
660309980,<nil>,21.0394088,105.8055151,0.00,<nil>,5,<nil>,true,1100516,<nil>,12,660309980,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
660321738,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1100536,<nil>,10089,660321738,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
660407699,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1100679,<nil>,20312,660407699,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
661015016,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1101691,<nil>,20300,661015016,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
661112058,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1101853,<nil>,20301,661112058,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
661209950,<nil>,21.0394091,105.8055151,0.00,<nil>,5,<nil>,true,1102016,<nil>,12,661209950,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
661210086,<nil>,21.0394091,105.8055151,0.00,<nil>,5,<nil>,true,1102016,<nil>,12,661210086,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
661218056,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1102030,<nil>,20313,661218056,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
661453355,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1102422,<nil>,1307,661453355,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
661509775,<nil>,21.0394095,105.8055154,37.24,9,3,<nil>,true,1102516,2025-12-10T09:44:22Z,2096,661509775,20251210,94422,133.000,225.000,3.000,1347.000,0.010,-0.020,-0.150,v3
661544125,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1102573,<nil>,20301,661544125,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
661659923,<nil>,21.0394093,105.8055150,0.00,<nil>,5,<nil>,true,1102766,<nil>,12,661659923,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
661660061,<nil>,21.0394093,105.8055150,0.00,<nil>,5,<nil>,true,1102766,<nil>,12,661660061,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
661663604,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1102772,<nil>,20313,661663604,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
662063497,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1103439,<nil>,20300,662063497,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
662110521,<nil>,21.0394095,105.8055150,0.00,<nil>,5,<nil>,true,1103517,<nil>,12,662110521,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
662110846,<nil>,21.0394095,105.8055150,0.00,<nil>,5,<nil>,true,1103518,<nil>,12,662110846,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
662157953,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1103596,<nil>,20300,662157953,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
662250254,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1103750,<nil>,20300,662250254,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
662506757,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1104177,<nil>,20300,662506757,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
662560015,<nil>,21.0394098,105.8055149,0.00,<nil>,5,<nil>,true,1104266,<nil>,12,662560015,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
662592622,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1104321,<nil>,20301,662592622,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
662700794,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1104501,<nil>,20313,662700794,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
662935797,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1104892,<nil>,20351,662935797,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
663009882,<nil>,21.0394100,105.8055149,0.00,<nil>,5,<nil>,true,1105016,<nil>,12,663009882,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
663010019,<nil>,21.0394100,105.8055149,0.00,<nil>,5,<nil>,true,1105016,<nil>,12,663010019,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
663043788,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1105072,<nil>,45,663043788,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
663269853,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1105449,<nil>,20301,663269853,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
663309926,<nil>,21.0394102,105.8055154,37.17,9,3,<nil>,true,1105516,2025-12-10T09:44:22Z,2096,663309926,20251210,94422,133.000,225.000,3.000,1342.000,0.000,-0.010,-0.120,v3
663375805,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1105626,<nil>,20313,663375805,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
663459982,<nil>,21.0394103,105.8055148,0.00,<nil>,5,<nil>,true,1105766,<nil>,12,663459982,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3-type12
663475810,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,1105793,<nil>,20324,663475810,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
